Acompanhantes por faixa etária,Atrativos visitados,Cidade e estado de origem,Data de chegada,Data de partida,Gasto médio diário em Olímpia,Grau de escolaridade,Motivo da viagem,Ocupação profissional,Perfil_Latente_Gerador,Renda familiar
Sozinho,Pontos Culturais,São José do Rio Preto - SP,2021-11-22,2021-11-26,120.99,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2021-02-08,2021-02-09,173.33,Pós-graduação,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Parques de Entretenimento,São José do Rio Preto - SP,2021-08-23,2021-08-25,262.79,Ensino Médio,Negócios,Estudante,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2021-11-29,2021-12-02,165.2,Superior Completo,Saúde/Bem-estar,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Restaurantes,São José do Rio Preto - SP,2021-09-24,2021-09-27,151.42,Ensino Médio,Lazer,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2021-06-28,2021-07-01,166.84,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Centros de Evento,São Paulo - SP,2021-03-01,2021-03-02,172.64,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Pontos Turisticos,São Paulo - SP,2021-04-20,2021-04-23,138.15,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-12-13,2021-12-15,161.28,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Restaurantes,Curitiba - PR,2021-05-31,2021-06-04,101.18,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2021-11-01,2021-11-05,109.11,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Centros de Evento,São Paulo - SP,2021-12-20,2021-12-21,119.36,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,São José do Rio Preto - SP,2021-08-11,2021-08-12,105.56,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Mais de 10 salários mínimos
Grupo de amigos,Hoteis,São José do Rio Preto - SP,2021-09-24,2021-09-27,124.0,Superior Completo,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-08-05,2021-08-08,130.06,Superior Completo,Visitar familiares,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-11-12,2021-11-15,124.34,Superior Completo,Saúde/Bem-estar,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-05-10,2021-05-12,706.64,Pós-graduação,Negócios,Estudante,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Campinas - SP,2021-05-10,2021-05-11,120.47,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Parques de Entretenimento,Goiânia - GO,2021-07-30,2021-08-02,174.94,Superior Incompleto,Negócios,Estudante,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-03-17,2021-03-20,186.75,Ensino Médio,Lazer,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,São Paulo - SP,2021-09-24,2021-09-27,615.63,Superior Completo,Negócios,Servidor Público,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Parques de Entretenimento,São Paulo - SP,2021-04-02,2021-04-06,144.87,Pós-graduação,Negócios,Empresário/Profissional Liberal,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-03-17,2021-03-21,1312.53,Pós-graduação,Lazer,Assalariado,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-11-29,2021-12-03,197.98,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-09-26,2021-09-28,155.06,Ensino Médio,Visitar familiares,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2021-07-19,2021-07-21,116.18,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-10-29,2021-11-01,141.39,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2021-12-27,2021-12-31,476.21,Superior Completo,Negócios,CLT,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-07-08,2021-07-11,392.26,Ensino Médio,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Hoteis,Belo Horizonte - MG,2021-07-26,2021-07-30,433.43,Superior Incompleto,Negócios,Servidor Público,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-06-14,2021-06-15,201.09,Superior Incompleto,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,Belo Horizonte - MG,2021-08-23,2021-08-26,197.88,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-01-06,2021-01-08,194.68,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-07-05,2021-07-07,129.08,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Pontos Turisticos,São Paulo - SP,2021-12-14,2021-12-17,586.86,Pós-graduação,Negócios,Empresário/Profissional Liberal,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Campinas - SP,2021-12-07,2021-12-09,1655.84,Pós-graduação,Lazer,Empresário/Profissional Liberal,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,Campinas - SP,2021-04-26,2021-04-28,146.63,Ensino Médio,Visitar familiares,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-11-29,2021-11-30,1950.35,Pós-graduação,Eventos,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-12-06,2021-12-10,129.25,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2021-11-01,2021-11-04,168.03,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2021-02-08,2021-02-11,463.42,Superior Completo,Negócios,CLT,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-04-20,2021-04-21,173.6,Superior Incompleto,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-01-13,2021-01-17,167.06,Ensino Médio,Eventos,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2021-10-16,2021-10-18,178.49,Superior Incompleto,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-08-06,2021-08-08,231.44,Ensino Médio,Negócios,Estudante,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-10-18,2021-10-21,225.29,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-08-19,2021-08-21,225.21,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Pontos Culturais,São Paulo - SP,2021-06-17,2021-06-20,396.07,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,3 a 6 salários mínimos
Casal,Hoteis,São Paulo - SP,2021-07-05,2021-07-08,100.24,Ensino Médio,Saúde/Bem-estar,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2021-05-21,2021-05-23,200.72,Pós-graduação,Visitar familiares,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Restaurantes,São Paulo - SP,2021-02-10,2021-02-14,151.79,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Campinas - SP,2021-12-06,2021-12-08,177.47,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2021-07-19,2021-07-20,148.36,Superior Completo,Eventos,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-08-05,2021-08-08,186.91,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2021-09-16,2021-09-18,241.19,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2021-07-01,2021-07-05,157.79,Superior Completo,Negócios,Servidor Público,Turista Corporativo,6 a 10 salários mínimos
Família com crianças,Centros de Evento,São Paulo - SP,2021-03-24,2021-03-26,190.23,Ensino Médio,Negócios,Assalariado,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2021-12-13,2021-12-16,150.35,Superior Completo,Lazer,Aposentado,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2021-02-12,2021-02-16,479.68,Superior Completo,Negócios,Empresário/Profissional Liberal,Turista Corporativo,6 a 10 salários mínimos
Casal,Hoteis,Goiânia - GO,2021-04-12,2021-04-15,181.3,Superior Incompleto,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Parques Aquáticos,São Paulo - SP,2021-10-06,2021-10-08,235.27,Ensino Médio,Negócios,Assalariado,Turista Corporativo,3 a 6 salários mínimos
Família com crianças,Hoteis,São Paulo - SP,2021-07-22,2021-07-26,152.67,Superior Completo,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-09-02,2021-09-03,246.55,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-05-31,2021-06-02,190.17,Superior Incompleto,Visitar familiares,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Pontos Culturais,São José do Rio Preto - SP,2021-11-08,2021-11-09,155.0,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2021-12-13,2021-12-17,231.27,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,São Paulo - SP,2021-07-26,2021-07-29,169.04,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2021-05-13,2021-05-16,148.98,Superior Incompleto,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-05-20,2021-05-23,1160.68,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-07-20,2021-07-22,107.34,Superior Completo,Negócios,Aposentado,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Restaurantes,São José do Rio Preto - SP,2021-09-14,2021-09-16,149.88,Superior Completo,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2021-05-03,2021-05-07,149.29,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Campinas - SP,2021-05-24,2021-05-27,446.26,Superior Incompleto,Saúde/Bem-estar,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-08-10,2021-08-12,225.04,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Centros de Evento,Ribeirão Preto - SP,2021-09-16,2021-09-19,139.12,Superior Completo,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-07-22,2021-07-26,218.61,Superior Incompleto,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-10-18,2021-10-19,307.15,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,3 a 6 salários mínimos
Família com crianças,Hoteis,São José do Rio Preto - SP,2021-03-03,2021-03-06,405.44,Superior Incompleto,Negócios,Servidor Público,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Pontos Culturais,Curitiba - PR,2021-02-17,2021-02-21,223.9,Pós-graduação,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-10-04,2021-10-08,1624.1,Superior Incompleto,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-07-25,2021-07-29,129.4,Superior Incompleto,Negócios,Estudante,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-04-05,2021-04-09,1574.5,Pós-graduação,Negócios,Aposentado,Turista Corporativo,3 a 6 salários mínimos
Família com crianças,Hoteis,Curitiba - PR,2021-09-20,2021-09-22,223.49,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Pontos Culturais,Campinas - SP,2021-03-19,2021-03-20,117.71,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Hoteis,São José do Rio Preto - SP,2021-04-12,2021-04-14,185.78,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,São Paulo - SP,2021-04-20,2021-04-23,204.18,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Parques de Entretenimento,Curitiba - PR,2021-11-24,2021-11-27,325.26,Superior Incompleto,Negócios,Aposentado,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-07-30,2021-07-31,165.37,Superior Completo,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-02-23,2021-02-24,206.37,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-03-17,2021-03-21,1414.99,Pós-graduação,Negócios,Estudante,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Pontos Culturais,São Paulo - SP,2021-07-12,2021-07-16,259.07,Superior Incompleto,Negócios,Estudante,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2021-07-09,2021-07-11,237.99,Pós-graduação,Visitar familiares,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,São Paulo - SP,2021-04-26,2021-04-29,665.81,Superior Completo,Negócios,CLT,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2021-04-19,2021-04-22,182.59,Pós-graduação,Negócios,Aposentado,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Parques Aquáticos,Belo Horizonte - MG,2021-01-26,2021-01-29,617.56,Superior Completo,Negócios,Empresário/Profissional Liberal,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Pontos Culturais,Belo Horizonte - MG,2021-05-24,2021-05-26,119.68,Ensino Médio,Negócios,CLT,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-03-08,2021-03-09,232.95,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Família com crianças,Restaurantes,Ribeirão Preto - SP,2021-12-21,2021-12-22,132.64,Superior Completo,Eventos,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2021-08-31,2021-09-02,133.83,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-11-01,2021-11-05,126.89,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Parques Aquáticos,São Paulo - SP,2021-09-27,2021-09-30,152.3,Superior Incompleto,Negócios,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Sozinho,Pontos Turisticos,Ribeirão Preto - SP,2021-11-22,2021-11-26,139.07,Superior Completo,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2021-05-31,2021-06-01,239.88,Ensino Médio,Negócios,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2021-01-02,2021-01-05,149.0,Ensino Médio,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Casal,Hoteis,São Paulo - SP,2021-12-27,2021-12-28,234.35,Ensino Médio,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-09-25,2021-09-26,412.64,Ensino Médio,Negócios,Estudante,Turista Corporativo,3 a 6 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-01-11,2021-01-12,124.3,Superior Completo,Negócios,Assalariado,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,Campinas - SP,2021-02-24,2021-02-27,171.75,Pós-graduação,Negócios,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-09-01,2021-09-05,137.66,Ensino Médio,Negócios,Empresário/Profissional Liberal,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2021-05-03,2021-05-04,172.41,Ensino Médio,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-06-27,2021-06-28,229.94,Pós-graduação,Eventos,Estudante,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-03-08,2021-03-11,1947.67,Pós-graduação,Negócios,Aposentado,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Ribeirão Preto - SP,2021-03-01,2021-03-05,104.12,Ensino Médio,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Parques Aquáticos,São Paulo - SP,2021-07-28,2021-07-31,327.68,Pós-graduação,Eventos,Servidor Público,Turista Corporativo,Até 3 salários mínimos
Grupo de amigos,Hoteis,Belo Horizonte - MG,2021-04-19,2021-04-23,203.74,Ensino Médio,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-05-17,2021-05-21,135.06,Ensino Médio,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Belo Horizonte - MG,2021-04-05,2021-04-08,581.86,Ensino Médio,Eventos,CLT,Turista Corporativo,6 a 10 salários mínimos
Sozinho,Hoteis,São José do Rio Preto - SP,2021-03-15,2021-03-16,115.76,Superior Completo,Negócios,Aposentado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,São Paulo - SP,2021-06-29,2021-07-03,162.11,Superior Incompleto,Negócios,CLT,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-03-03,2021-03-05,127.51,Superior Completo,Lazer,Assalariado,Turista Corporativo,Até 3 salários mínimos
Sozinho,Hoteis,Curitiba - PR,2021-03-01,2021-03-04,184.84,Ensino Médio,Negócios,Servidor Público,Turista Corporativo,Mais de 10 salários mínimos
Sozinho,Hoteis,Goiânia - GO,2021-01-27,2021-01-28,227.64,Ensino Médio,Negócios,CLT,Turista Corporativo,6 a 10 salários mínimos
